spawn_id,entry,name,area_id,game_event_entries,census_scope_status,primary_category,participation_mode,role_or_profession,unique_named,review_status,classification_source
80255,38,Defias Thug,9,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:38
80256,38,Defias Thug,9,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:38
80257,38,Defias Thug,9,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:38
80259,38,Defias Thug,9,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:38
80261,69,Diseased Timber Wolf,9,,INCLUDED,PREDATOR,FULL_AGENT,predator,NO,ACCEPTED_DEFAULT,template:69
80262,11260,Northshire Peasant,9,,INCLUDED,WORKER_FARMER,FULL_AGENT,worker,NO,ACCEPTED_DEFAULT,template:11260
80263,1423,Stormwind Guard,12,,INCLUDED,GUARD,FULL_AGENT,guard,NO,ACCEPTED_DEFAULT,template:1423
80264,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
80265,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
80266,721,Rabbit,9,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:721
80267,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
80268,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
80269,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
80270,299,Diseased Young Wolf,12,,INCLUDED,PREDATOR,FULL_AGENT,predator,NO,ACCEPTED_DEFAULT,template:299
80271,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
80275,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
80276,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
80277,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
80278,883,Deer,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:883
80279,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
80280,721,Rabbit,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:721
80281,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
80282,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
80283,3937,Kira Songshine,87,,INCLUDED,MERCHANT_VENDOR,FULL_AGENT,Traveling Baker,YES,ACCEPTED_DEFAULT,template:3937
80284,1933,Sheep,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:1933
80285,2442,Cow,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:2442
80286,883,Deer,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:883
80287,890,Fawn,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:890
80288,30,Forest Spider,92,,INCLUDED,PREDATOR,FULL_AGENT,predator,NO,ACCEPTED_DEFAULT,template:30
80290,1933,Sheep,92,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:1933
80291,2442,Cow,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:2442
80292,395,Markus,12,,INCLUDED,CIVILIAN,FULL_AGENT,civilian,YES,ACCEPTED_DEFAULT,template:395
80293,11994,Rob Bridenbecker,12,,INCLUDED,CIVILIAN,FULL_AGENT,civilian,YES,ACCEPTED_DEFAULT,template:11994
80294,11979,Kim Bridenbecker,12,,INCLUDED,CIVILIAN,FULL_AGENT,civilian,YES,ACCEPTED_DEFAULT,template:11979
80296,721,Rabbit,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:721
80297,883,Deer,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:883
80298,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
80301,30,Forest Spider,12,,INCLUDED,PREDATOR,FULL_AGENT,predator,NO,ACCEPTED_DEFAULT,template:30
80302,620,Chicken,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:620
80304,11996,Ashley Bridenbecker,12,,INCLUDED,CIVILIAN,FULL_AGENT,civilian,YES,ACCEPTED_DEFAULT,template:11996
80305,22985,Bradford Bridenbecker,12,,INCLUDED,CIVILIAN,FULL_AGENT,civilian,YES,ACCEPTED_DEFAULT,template:22985
80306,620,Chicken,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:620
80307,620,Chicken,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:620
80308,620,Chicken,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:620
80309,721,Rabbit,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:721
80310,620,Chicken,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:620
80313,2442,Cow,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:2442
80314,30,Forest Spider,12,,INCLUDED,PREDATOR,FULL_AGENT,predator,NO,ACCEPTED_DEFAULT,template:30
80317,795,Mark,87,,INCLUDED,CIVILIAN,FULL_AGENT,civilian,YES,ACCEPTED_DEFAULT,template:795
80318,620,Chicken,87,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:620
80319,721,Rabbit,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:721
80320,797,Bo,87,,INCLUDED,CIVILIAN,FULL_AGENT,civilian,YES,ACCEPTED_DEFAULT,template:797
80321,796,Joshua,87,,INCLUDED,CIVILIAN,FULL_AGENT,civilian,YES,ACCEPTED_DEFAULT,template:796
80322,620,Chicken,87,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:620
80324,1933,Sheep,87,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:1933
80325,927,Brother Wilhelm,87,,INCLUDED,TRAINER,FULL_AGENT,Paladin Trainer,YES,ACCEPTED_DEFAULT,template:927
80326,241,"Remy ""Two Times""",87,,INCLUDED,CIVILIAN,FULL_AGENT,civilian,YES,ACCEPTED_DEFAULT,template:241
80327,66,Tharynn Bouden,87,,INCLUDED,MERCHANT_VENDOR,FULL_AGENT,Trade Supplies,YES,ACCEPTED_DEFAULT,template:66
80328,5403,Riding White Stallion,87,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,domestic_mount,NO,ACCEPTED_DEFAULT,template:5403
80329,5406,Palomino,87,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,domestic_mount,NO,ACCEPTED_DEFAULT,template:5406
80330,1423,Stormwind Guard,87,,INCLUDED,GUARD,FULL_AGENT,guard,NO,ACCEPTED_DEFAULT,template:1423
80331,620,Chicken,87,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:620
80332,620,Chicken,87,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:620
80333,913,Lyria Du Lac,87,,INCLUDED,TRAINER,FULL_AGENT,Warrior Trainer,YES,ACCEPTED_DEFAULT,template:913
80334,240,Marshal Dughan,87,,INCLUDED,GUARD,FULL_AGENT,guard,YES,ACCEPTED_DEFAULT,template:240
80335,1423,Stormwind Guard,87,,INCLUDED,GUARD,FULL_AGENT,guard,NO,ACCEPTED_DEFAULT,template:1423
80336,514,Smith Argus,87,,INCLUDED,TRAINER,FULL_AGENT,Blacksmithing Trainer,YES,ACCEPTED_DEFAULT,template:514
80337,74,Kurran Steele,87,,INCLUDED,MERCHANT_VENDOR,FULL_AGENT,Cloth & Leather Armor Merchant,YES,ACCEPTED_DEFAULT,template:74
80338,54,Corina Steele,87,,INCLUDED,MERCHANT_VENDOR,FULL_AGENT,Weaponsmith,YES,ACCEPTED_DEFAULT,template:54
80339,2046,Andrew Krighton,87,,INCLUDED,MERCHANT_VENDOR,FULL_AGENT,Armorer & Shieldcrafter,YES,ACCEPTED_DEFAULT,template:2046
80340,6749,Erma,87,,INCLUDED,CIVILIAN,FULL_AGENT,Stable Master,YES,ACCEPTED_DEFAULT,template:6749
80341,299,Diseased Young Wolf,87,-12,INCLUDED,PREDATOR,FULL_AGENT,predator,NO,ACCEPTED_DEFAULT,template:299
80343,299,Diseased Young Wolf,12,-12,INCLUDED,PREDATOR,FULL_AGENT,predator,NO,ACCEPTED_DEFAULT,template:299
80344,328,Zaldimar Wefhellt,87,,INCLUDED,TRAINER,FULL_AGENT,Mage Trainer,YES,ACCEPTED_DEFAULT,template:328
80345,6778,Melika Isenstrider,87,,INCLUDED,CIVILIAN,FULL_AGENT,Assistant Innkeeper,YES,ACCEPTED_DEFAULT,template:6778
80346,295,Innkeeper Farley,87,,INCLUDED,MERCHANT_VENDOR,FULL_AGENT,Innkeeper,YES,ACCEPTED_DEFAULT,template:295
80347,377,Priestess Josetta,87,,INCLUDED,TRAINER,FULL_AGENT,Priest Trainer,YES,ACCEPTED_DEFAULT,template:377
80348,151,Brog Hamfist,87,,INCLUDED,MERCHANT_VENDOR,FULL_AGENT,General Supplies,YES,ACCEPTED_DEFAULT,template:151
80349,3935,Toddrick,87,,INCLUDED,MERCHANT_VENDOR,FULL_AGENT,Butcher,YES,ACCEPTED_DEFAULT,template:3935
80350,253,William Pestle,87,,INCLUDED,CIVILIAN,FULL_AGENT,civilian,YES,ACCEPTED_DEFAULT,template:253
80352,6374,Cylina Darkheart,87,,INCLUDED,CIVILIAN,FULL_AGENT,civilian,YES,ACCEPTED_DEFAULT,template:6374
80353,906,Maximillian Crowe,87,,INCLUDED,TRAINER,FULL_AGENT,Warlock Trainer,YES,ACCEPTED_DEFAULT,template:906
80354,6121,Remen Marcot,87,,INCLUDED,CIVILIAN,FULL_AGENT,civilian,YES,ACCEPTED_DEFAULT,template:6121
80355,1430,Tomas,87,,INCLUDED,TRAINER,FULL_AGENT,Cook,YES,ACCEPTED_DEFAULT,template:1430
80356,883,Deer,87,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:883
80357,890,Fawn,87,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:890
80359,721,Rabbit,87,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:721
80360,721,Rabbit,87,-4,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:721
80361,113,Stonetusk Boar,87,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:113
80362,113,Stonetusk Boar,87,-4,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:113
80363,1933,Sheep,87,-4,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:1933
80365,721,Rabbit,87,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:721
80366,1933,Sheep,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:1933
80367,113,Stonetusk Boar,87,-4,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:113
80368,1933,Sheep,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:1933
80369,113,Stonetusk Boar,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:113
80370,721,Rabbit,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:721
80371,113,Stonetusk Boar,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:113
80372,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
80373,883,Deer,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:883
80374,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
80375,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
80376,2442,Cow,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:2442
80377,94,Defias Cutpurse,12,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
80381,116,Defias Bandit,92,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:116
80383,474,Defias Rogue Wizard,92,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:474
80384,116,Defias Bandit,92,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:116
80385,116,Defias Bandit,92,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:116
80386,116,Defias Bandit,92,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:116
80387,116,Defias Bandit,92,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:116
80388,474,Defias Rogue Wizard,92,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:474
80389,474,Defias Rogue Wizard,92,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:474
80390,474,Defias Rogue Wizard,92,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:474
80391,116,Defias Bandit,89,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:116
80392,116,Defias Bandit,89,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:116
80393,116,Defias Bandit,89,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:116
80394,116,Defias Bandit,92,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:116
80395,99,Morgaine the Sly,89,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,YES,ACCEPTED_DEFAULT,template:99
80396,94,Defias Cutpurse,89,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
80397,94,Defias Cutpurse,89,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
80398,30,Forest Spider,89,,INCLUDED,PREDATOR,FULL_AGENT,predator,NO,ACCEPTED_DEFAULT,template:30
80399,116,Defias Bandit,89,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:116
80400,94,Defias Cutpurse,89,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
80401,94,Defias Cutpurse,89,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
80402,94,Defias Cutpurse,92,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
80403,116,Defias Bandit,89,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:116
80404,116,Defias Bandit,89,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:116
80405,94,Defias Cutpurse,89,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:94
80406,30,Forest Spider,89,,INCLUDED,PREDATOR,FULL_AGENT,predator,NO,ACCEPTED_DEFAULT,template:30
80409,2442,Cow,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:2442
80412,474,Defias Rogue Wizard,92,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,NO,ACCEPTED_DEFAULT,template:474
80415,30,Forest Spider,12,,INCLUDED,PREDATOR,FULL_AGENT,predator,NO,ACCEPTED_DEFAULT,template:30
80418,30,Forest Spider,12,,INCLUDED,PREDATOR,FULL_AGENT,predator,NO,ACCEPTED_DEFAULT,template:30
80419,113,Stonetusk Boar,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:113
80422,30,Forest Spider,12,,INCLUDED,PREDATOR,FULL_AGENT,predator,NO,ACCEPTED_DEFAULT,template:30
80423,113,Stonetusk Boar,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:113
80425,30,Forest Spider,12,,INCLUDED,PREDATOR,FULL_AGENT,predator,NO,ACCEPTED_DEFAULT,template:30
80428,2442,Cow,12,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:2442
80440,2442,Cow,60,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:2442
80443,1423,Stormwind Guard,120,,INCLUDED,GUARD,FULL_AGENT,guard,NO,ACCEPTED_DEFAULT,template:1423
80444,1423,Stormwind Guard,120,,INCLUDED,GUARD,FULL_AGENT,guard,NO,ACCEPTED_DEFAULT,template:1423
80446,1423,Stormwind Guard,120,,INCLUDED,GUARD,FULL_AGENT,guard,NO,ACCEPTED_DEFAULT,template:1423
80447,1423,Stormwind Guard,120,,INCLUDED,GUARD,FULL_AGENT,guard,NO,ACCEPTED_DEFAULT,template:1423
80448,1249,Quartermaster Hudson,120,,INCLUDED,MERCHANT_VENDOR,FULL_AGENT,Armorer & Shieldcrafter,YES,ACCEPTED_DEFAULT,template:1249
80449,1645,Quartermaster Hicks,120,,INCLUDED,MERCHANT_VENDOR,FULL_AGENT,Master Weaponsmith,YES,ACCEPTED_DEFAULT,template:1645
80450,896,Veldan Lightfoot,120,,INCLUDED,MERCHANT_VENDOR,FULL_AGENT,Leather Armor Merchant,YES,ACCEPTED_DEFAULT,template:896
80453,2442,Cow,120,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:2442
80454,721,Rabbit,120,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:721
80455,1423,Stormwind Guard,120,,INCLUDED,GUARD,FULL_AGENT,guard,NO,ACCEPTED_DEFAULT,template:1423
80456,1423,Stormwind Guard,120,,INCLUDED,GUARD,FULL_AGENT,guard,NO,ACCEPTED_DEFAULT,template:1423
80457,1423,Stormwind Guard,120,,INCLUDED,GUARD,FULL_AGENT,guard,NO,ACCEPTED_DEFAULT,template:1423
80458,1423,Stormwind Guard,120,,INCLUDED,GUARD,FULL_AGENT,guard,NO,ACCEPTED_DEFAULT,template:1423
80459,955,Sergeant De Vries,120,,INCLUDED,GUARD,FULL_AGENT,guard,YES,ACCEPTED_DEFAULT,template:955
80460,1423,Stormwind Guard,120,,INCLUDED,GUARD,FULL_AGENT,guard,NO,ACCEPTED_DEFAULT,template:1423
80461,1423,Stormwind Guard,120,,INCLUDED,GUARD,FULL_AGENT,guard,NO,ACCEPTED_DEFAULT,template:1423
80462,1423,Stormwind Guard,120,,INCLUDED,GUARD,FULL_AGENT,guard,NO,ACCEPTED_DEFAULT,template:1423
80463,1423,Stormwind Guard,120,,INCLUDED,GUARD,FULL_AGENT,guard,NO,ACCEPTED_DEFAULT,template:1423
80464,1423,Stormwind Guard,120,,INCLUDED,GUARD,FULL_AGENT,guard,NO,ACCEPTED_DEFAULT,template:1423
80465,1423,Stormwind Guard,120,,INCLUDED,GUARD,FULL_AGENT,guard,NO,ACCEPTED_DEFAULT,template:1423
80466,1423,Stormwind Guard,60,,INCLUDED,GUARD,FULL_AGENT,guard,NO,ACCEPTED_DEFAULT,template:1423
80467,1423,Stormwind Guard,60,,INCLUDED,GUARD,FULL_AGENT,guard,NO,ACCEPTED_DEFAULT,template:1423
80470,721,Rabbit,60,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:721
80471,963,Deputy Rainer,120,,INCLUDED,GUARD,FULL_AGENT,guard,YES,ACCEPTED_DEFAULT,template:963
80472,721,Rabbit,120,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:721
80475,1423,Stormwind Guard,60,,INCLUDED,GUARD,FULL_AGENT,guard,NO,ACCEPTED_DEFAULT,template:1423
80477,2442,Cow,60,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:2442
80483,721,Rabbit,60,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:721
80484,1423,Stormwind Guard,60,,INCLUDED,GUARD,FULL_AGENT,guard,NO,ACCEPTED_DEFAULT,template:1423
80485,1423,Stormwind Guard,60,,INCLUDED,GUARD,FULL_AGENT,guard,NO,ACCEPTED_DEFAULT,template:1423
80486,1423,Stormwind Guard,60,,INCLUDED,GUARD,FULL_AGENT,guard,NO,ACCEPTED_DEFAULT,template:1423
80488,1423,Stormwind Guard,60,,INCLUDED,GUARD,FULL_AGENT,guard,NO,ACCEPTED_DEFAULT,template:1423
80489,1423,Stormwind Guard,60,,INCLUDED,GUARD,FULL_AGENT,guard,NO,ACCEPTED_DEFAULT,template:1423
80494,721,Rabbit,60,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:721
80495,883,Deer,60,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:883
80496,890,Fawn,60,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:890
80502,721,Rabbit,60,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:721
80522,721,Rabbit,60,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:721
80529,721,Rabbit,60,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:721
80531,448,Hogger,60,,INCLUDED,HOSTILE_HUMANOID,FULL_AGENT,hostile_humanoid,YES,ACCEPTED_DEFAULT,template:448
80542,252,Tommy Joe Stonefield,63,,INCLUDED,CIVILIAN,FULL_AGENT,civilian,YES,ACCEPTED_DEFAULT,template:252
80543,2442,Cow,63,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:2442
80544,113,Stonetusk Boar,63,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:113
80548,721,Rabbit,63,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:721
80549,113,Stonetusk Boar,63,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:113
80550,113,Stonetusk Boar,63,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:113
80552,1933,Sheep,63,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:1933
80553,113,Stonetusk Boar,63,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:113
80554,113,Stonetusk Boar,63,,INCLUDED,PREY_FAUNA,LIGHTWEIGHT_BACKGROUND,fauna,NO,ACCEPTED_DEFAULT,template:113
