entry,name,subname,spawn_count,area_count,area_ids,minlevel,maxlevel,faction_template_id,template_npcflag,rank,creature_type,creature_family,type_flags,template_movement_type,template_unit_flags,flags_extra,ai_name,script_name,spawn_movement_types,path_spawn_count,wander_spawn_count
26745,[DND] TAR Pedestal - Weapons,,5,2,9|87,70,70,35,6272,0,10,0,0,0,33555200,64,,,0,0,0
26747,[DND] TAR Pedestal - Arena Organizer,,2,2,9|87,70,70,35,6272,0,10,0,0,0,33555200,64,,,0,0,0
26748,[DND] TAR Pedestal - Beastmaster,,2,2,9|87,70,70,35,6272,0,10,0,0,0,33555200,64,,,0,0,0
26749,[DND] TAR Pedestal - Paymaster,,2,2,9|87,70,70,35,6272,0,10,0,0,0,33555200,64,,,0,0,0
26751,"[DND] TAR Pedestal - Trainer, Druid",,2,2,9|87,70,70,35,6272,0,10,0,0,0,33555200,64,,,0,0,0
26752,"[DND] TAR Pedestal - Trainer, Hunter",,2,2,9|87,70,70,35,6272,0,10,0,0,0,33555200,64,,,0,0,0
26753,"[DND] TAR Pedestal - Trainer, Mage",,2,2,9|87,70,70,35,6272,0,10,0,0,0,33555200,64,,,0,0,0
26754,"[DND] TAR Pedestal - Trainer, Paladin",,1,1,87,70,70,35,6272,0,10,0,0,0,33555200,64,,,0,0,0
26755,"[DND] TAR Pedestal - Trainer, Priest",,2,2,9|87,70,70,35,6272,0,10,0,0,0,33555200,64,,,0,0,0
26756,"[DND] TAR Pedestal - Trainer, Rogue",,2,2,9|87,70,70,35,6272,0,10,0,0,0,33555200,64,,,0,0,0
26757,"[DND] TAR Pedestal - Trainer, Shaman",,2,2,9|87,70,70,35,6272,0,10,0,0,0,33555200,64,,,0,0,0
26758,"[DND] TAR Pedestal - Trainer, Warlock",,2,2,9|87,70,70,35,6272,0,10,0,0,0,33555200,64,,,0,0,0
26759,"[DND] TAR Pedestal - Trainer, Warrior",,2,2,9|87,70,70,35,6272,0,10,0,0,0,33555200,64,,,0,0,0
26760,Fight Promoter,Arena Battlemaster's Assistant,2,2,9|87,70,70,35,1,0,7,0,0,0,768,0,,,0,0,0
26765,[DND] TAR Pedestal - Fight Promoter,,2,2,9|87,70,70,35,6272,0,10,0,0,0,33555200,64,,,0,0,0
32799,Spring Collector,,1,1,87,75,75,1732,2,0,7,0,0,0,0,64,,,0,0,0
32820,Wild Turkey,,1448,23,9|12|18|24|34|54|56|57|59|60|61|62|63|64|86|87|88|89|91|92|120|797|798,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,1,0,1448
32823,Bountiful Table,,4,1,12,1,1,35,0,0,10,0,0,0,33554432,64,,npc_bountiful_table,0,0,0
32836,Noblegarden Vendor,,1,1,87,12,12,1732,131,0,7,0,0,0,0,64,,,0,0,0
34382,Chapman,Day of the Dead Vendor,1,1,12,80,80,35,641,0,7,0,0,0,0,64,,,0,0,0
34383,Catrina,,1,1,12,80,80,35,1,0,7,0,0,0,0,64,SmartAI,,0,0,0
34435,Cheerful Human Spirit,,1,1,12,60,60,12,3,0,7,0,0,0,0,64,,,0,0,0
34653,Bountiful Table Hostess,,1,1,12,80,80,534,2,0,7,0,0,0,33536,64,,,0,0,0
34675,Gregory Tabor,,1,1,12,40,40,534,2,0,7,0,0,0,33536,64,,,0,0,0
34682,Wilmina Holbeck,Pilgrim's Bounty Vendor,1,1,12,40,40,534,640,0,7,0,0,0,33536,64,,,0,0,0
34710,Ellen Moore,Cooking Trainer,1,1,12,40,40,534,83,0,7,0,0,0,33536,64,,,0,0,0
34744,Jasper Moore,,1,1,12,40,40,534,3,0,7,0,0,0,33536,64,,,0,0,0
35249,Ghostly Human Celebrant,,11,1,12,1,1,12,1,0,7,0,0,0,0,64,,,0,0,0
35337,Bountiful Barrel,Pilgrim's Bounty Supplies,1,1,12,40,40,534,640,0,10,0,0,0,33536,64,,,0,0,0
37214,Crown Lackey,,5,1,89,8,9,14,0,0,7,0,0,0,0,0,,,0,0,0
38035,Chemical Wagon,,1,1,89,1,1,35,0,0,10,0,1024,0,0,192,SmartAI,,0,0,0
38065,Crown Supply Sentry,Crown Chemical Co.,2,1,12,80,80,35,1,0,7,0,0,0,0,0,SmartAI,,0,0,0
