spawn_id,entry,name,subname,map_id,zone_id,area_id,position_x,position_y,position_z,orientation,spawntimesecs,wander_distance,spawn_movement_type,spawn_npcflag,spawn_unit_flags,spawn_dynamicflags,minlevel,maxlevel,faction_template_id,template_npcflag,rank,creature_type,creature_family,type_flags,template_movement_type,template_unit_flags,flags_extra,ai_name,script_name,path_id,template_spawn_count
80588,475,Kobold Tunneler,NULL,0,12,57,-9825.36,199.121,13.9991,5.394,300,5,1,0,0,0,5,6,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,39
80589,475,Kobold Tunneler,NULL,0,12,57,-9768.37,231.5,46.3995,2.64377,300,5,1,0,0,0,5,6,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,39
80590,475,Kobold Tunneler,NULL,0,12,12,-9758.04,191.688,51.0349,3.51339,300,5,1,0,0,0,5,6,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,39
80591,475,Kobold Tunneler,NULL,0,12,57,-9826.07,186.314,12.2822,1.2734,300,5,1,0,0,0,5,6,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,39
80592,475,Kobold Tunneler,NULL,0,12,57,-9851.49,213.185,14.1337,2.54401,300,5,1,0,0,0,5,6,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,39
80593,113,Stonetusk Boar,NULL,0,12,12,-9717.87,248.615,49.4381,5.23292,300,15,1,0,0,0,5,6,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,52
80594,475,Kobold Tunneler,NULL,0,12,57,-9903.68,226.756,16.4163,0.336615,300,5,1,0,0,0,5,6,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,39
80595,475,Kobold Tunneler,NULL,0,12,57,-9871.14,237.252,19.4741,4.31734,300,5,1,0,0,0,5,6,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,39
80596,475,Kobold Tunneler,NULL,0,12,57,-9879.33,217.356,14.1337,5.82548,300,5,1,0,0,0,5,6,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,39
80597,475,Kobold Tunneler,NULL,0,12,57,-9879.43,190.812,16.6024,1.79753,300,5,1,0,0,0,5,6,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,39
80598,475,Kobold Tunneler,NULL,0,12,57,-9884.25,260.653,34.8986,2.57944,300,5,1,0,0,0,5,6,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,39
80599,475,Kobold Tunneler,NULL,0,12,57,-9892.14,203.174,14.0968,2.1414,300,0,2,0,0,0,5,6,26,0,0,7,0,0,1,0,0,SmartAI,,6447920,39
80600,475,Kobold Tunneler,NULL,0,12,57,-9852.19,179.62,20.9187,3.22526,300,5,1,0,0,0,5,6,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,39
80601,475,Kobold Tunneler,NULL,0,12,57,-9822.68,180.421,22.9706,3.13012,300,5,1,0,0,0,5,6,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,39
80602,475,Kobold Tunneler,NULL,0,12,57,-9865.25,170.29,19.6687,5.36632,300,5,1,0,0,0,5,6,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,39
80603,721,Rabbit,,0,12,57,-9930.92,285.115,37.6102,0.960702,300,15,1,0,0,0,1,1,31,0,0,8,0,0,1,0,66,,,NULL,94
80604,40,Kobold Miner,NULL,0,12,57,-9797.38,131.632,24.4919,2.91242,300,5,1,0,0,0,6,7,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,51
80605,40,Kobold Miner,NULL,0,12,57,-9806.99,116.714,24.3185,1.64476,300,5,1,0,0,0,6,7,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,51
80606,475,Kobold Tunneler,NULL,0,12,57,-9816.59,120.354,45.9586,3.66559,300,5,1,0,0,0,5,6,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,39
80607,475,Kobold Tunneler,NULL,0,12,57,-9819.45,129.544,4.7231,5.83605,300,5,1,0,0,0,5,6,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,39
80608,40,Kobold Miner,NULL,0,12,57,-9823.76,122.362,4.11124,0.172538,300,5,1,0,0,0,6,7,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,51
80609,40,Kobold Miner,NULL,0,12,57,-9800.91,117.807,5.79624,1.15769,300,0,0,0,0,0,6,7,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,51
80610,40,Kobold Miner,NULL,0,12,57,-9813.57,109.196,6.22626,4.81172,300,0,0,0,0,0,6,7,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,51
80611,475,Kobold Tunneler,NULL,0,12,57,-9827.35,124.626,4.25697,6.19969,300,5,1,0,0,0,5,6,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,39
80612,475,Kobold Tunneler,NULL,0,12,57,-9907.61,178.849,31.9818,5.60655,300,5,1,0,0,0,5,6,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,39
80613,475,Kobold Tunneler,NULL,0,12,57,-9888.21,153.554,32.0522,5.88405,300,5,1,0,0,0,5,6,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,39
80614,40,Kobold Miner,NULL,0,12,57,-9814.65,151.784,25.961,0.178155,300,0,0,0,0,0,6,7,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,51
80615,40,Kobold Miner,NULL,0,12,57,-9759.31,148.983,22.3136,1.22528,300,0,0,0,0,0,6,7,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,51
80616,40,Kobold Miner,NULL,0,12,57,-9782.1,139.407,26.2336,2.39189,300,0,0,0,0,0,6,7,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,51
80617,40,Kobold Miner,NULL,0,12,57,-9770.11,155.217,24.921,0.045715,300,0,0,0,0,0,6,7,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,51
80618,475,Kobold Tunneler,NULL,0,12,57,-9799.58,167.104,24.0743,2.08218,300,5,1,0,0,0,5,6,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,39
80619,475,Kobold Tunneler,NULL,0,12,57,-9840.62,161.11,4.89257,0.281934,300,5,1,0,0,0,5,6,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,39
80620,40,Kobold Miner,NULL,0,12,57,-9794.09,148.158,24.2717,4.75735,300,5,1,0,0,0,6,7,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,51
80621,475,Kobold Tunneler,NULL,0,12,57,-9849.7,135.178,6.03231,6.08721,300,5,1,0,0,0,5,6,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,39
80622,475,Kobold Tunneler,NULL,0,12,57,-9857.44,157.624,6.20103,0.988133,300,5,1,0,0,0,5,6,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,39
80623,30,Forest Spider,NULL,0,12,12,-9760.26,162.948,53.4379,1.60789,300,15,1,0,0,0,5,6,22,0,0,1,3,1,1,0,0,SmartAI,,NULL,16
80624,113,Stonetusk Boar,NULL,0,12,64,-9907.56,114.018,32.4213,5.30634,300,15,1,0,0,0,5,6,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,52
80625,883,Deer,,0,12,57,-9789.27,105.548,45.2997,2.68862,300,15,1,0,0,0,5,5,31,0,0,8,0,0,1,0,66,,,NULL,45
80626,475,Kobold Tunneler,NULL,0,12,57,-9751.76,122.076,16.1832,6.27415,300,5,1,0,0,0,5,6,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,39
80627,40,Kobold Miner,NULL,0,12,57,-9788.18,97.4281,28.4897,1.36379,300,5,1,0,0,0,6,7,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,51
80628,40,Kobold Miner,NULL,0,12,57,-9774.12,102.94,27.8857,2.28045,300,0,2,0,0,0,6,7,26,0,0,7,0,0,1,0,0,SmartAI,,6450240,51
80629,40,Kobold Miner,NULL,0,12,57,-9793.23,90.1409,28.8422,2.67237,300,5,1,0,0,0,6,7,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,51
80630,40,Kobold Miner,NULL,0,12,57,-9822.41,82.0952,3.03206,4.89061,300,5,1,0,0,0,6,7,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,51
80631,475,Kobold Tunneler,NULL,0,12,57,-9750.53,109.906,25.705,3.41538,300,5,1,0,0,0,5,6,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,39
80632,475,Kobold Tunneler,NULL,0,12,57,-9800.68,103.668,24.789,5.76924,300,5,1,0,0,0,5,6,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,39
80633,475,Kobold Tunneler,NULL,0,12,57,-9797.96,109.575,24.4197,3.88405,300,5,1,0,0,0,5,6,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,39
80634,40,Kobold Miner,NULL,0,12,57,-9748.66,111.016,25.5922,3.19397,300,5,1,0,0,0,6,7,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,51
80635,475,Kobold Tunneler,NULL,0,12,12,-9783.55,84.901,42.6198,3.27819,300,5,1,0,0,0,5,6,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,39
80636,40,Kobold Miner,NULL,0,12,57,-9789.31,111.668,4.6548,4.32913,300,0,0,0,0,0,6,7,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,51
80637,40,Kobold Miner,NULL,0,12,57,-9792.08,91.4188,4.92414,6.23839,300,5,1,0,0,0,6,7,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,51
80638,475,Kobold Tunneler,NULL,0,12,57,-9752.98,120.348,15.9225,1.30766,300,5,1,0,0,0,5,6,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,39
80639,40,Kobold Miner,NULL,0,12,57,-9737.84,136.119,19.2009,5.81502,300,5,1,0,0,0,6,7,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,51
80640,40,Kobold Miner,NULL,0,12,57,-9748.71,134.768,19.3349,5.06639,300,5,1,0,0,0,6,7,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,51
80641,113,Stonetusk Boar,NULL,0,12,64,-9926.4,93.1414,32.677,1.9743,300,15,1,0,0,0,5,6,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,52
80642,113,Stonetusk Boar,NULL,0,12,57,-9933.76,197.007,23.3433,0.880808,300,15,1,0,0,0,5,6,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,52
80643,524,Rockhide Boar,NULL,0,12,64,-9837.74,44.6516,32.7111,0.569577,300,15,1,0,0,0,7,8,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,90
80644,327,Goldtooth,NULL,0,12,57,-9745.84,87.567,12.7743,4.8965,300,0,0,0,0,0,8,8,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,1
80645,40,Kobold Miner,NULL,0,12,57,-9743.42,95.6006,12.5796,1.37507,300,5,1,0,0,0,6,7,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,51
80647,79,Narg the Taskmaster,NULL,0,12,57,-9733.35,114.784,24.4159,5.41347,3600,0,0,0,0,0,10,10,26,0,4,7,0,0,1,0,0,SmartAI,,NULL,1
80648,113,Stonetusk Boar,NULL,0,12,12,-9738.29,88.1389,43.8449,4.68014,300,15,1,0,0,0,5,6,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,52
80649,40,Kobold Miner,NULL,0,12,57,-9760.56,87.6726,12.544,2.89838,300,0,0,0,0,0,6,7,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,51
80650,40,Kobold Miner,NULL,0,12,57,-9732.38,117.863,24.6974,3.69457,300,0,0,0,0,0,6,7,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,51
80651,883,Deer,,0,12,12,-9752.65,30.937,38.2523,5.62972,300,15,1,0,0,0,5,5,31,0,0,8,0,0,1,0,66,,,NULL,45
80652,475,Kobold Tunneler,NULL,0,12,12,-9734.4,138.944,49.0226,0.433051,300,5,1,0,0,0,5,6,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,39
80653,113,Stonetusk Boar,NULL,0,12,12,-9717.21,180.171,50.5346,3.73231,300,15,1,0,0,0,5,6,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,52
80654,524,Rockhide Boar,NULL,0,12,12,-9813.29,7.83382,27.7642,4.62049,300,15,1,0,0,0,7,8,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,90
80655,524,Rockhide Boar,NULL,0,12,12,-9775,4.94017,31.6528,4.71239,300,15,1,0,0,0,7,8,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,90
80656,524,Rockhide Boar,NULL,0,12,12,-9741.9,31.8874,38.2523,3.73848,300,15,1,0,0,0,7,8,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,90
80657,113,Stonetusk Boar,NULL,0,12,12,-9681.88,85.5572,45.7138,4.74363,300,15,1,0,0,0,5,6,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,52
80658,30,Forest Spider,NULL,0,12,12,-9714.55,12.6503,40.6567,5.48121,300,15,1,0,0,0,5,6,22,0,0,1,3,1,1,0,0,SmartAI,,NULL,16
80659,30,Forest Spider,NULL,0,12,12,-9678.46,120.61,47.1912,0.613775,300,15,1,0,0,0,5,6,22,0,0,1,3,1,1,0,0,SmartAI,,NULL,16
80660,475,Kobold Tunneler,NULL,0,12,57,-9954.52,222.797,26.328,4.94774,300,5,1,0,0,0,5,6,26,0,0,7,0,0,1,0,0,SmartAI,,NULL,39
80661,113,Stonetusk Boar,NULL,0,12,57,-10005.3,212.535,30.3517,3.29647,300,15,1,0,0,0,5,6,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,52
80662,2442,Cow,,0,12,57,-9989.46,215.273,30.8401,4.84101,300,15,1,0,0,0,5,5,190,0,0,8,0,0,1,0,64,,,NULL,46
80663,113,Stonetusk Boar,NULL,0,12,57,-9989.76,252.255,30.8966,1.56494,300,15,1,0,0,0,5,6,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,52
80664,113,Stonetusk Boar,NULL,0,12,57,-10021,238.277,29.5087,4.53031,300,15,1,0,0,0,5,6,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,52
80665,113,Stonetusk Boar,NULL,0,12,57,-10024.6,189.339,29.754,3.43305,300,15,1,0,0,0,5,6,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,52
80666,113,Stonetusk Boar,NULL,0,12,57,-10038.7,223.114,27.9143,6.23625,300,15,1,0,0,0,5,6,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,52
80668,113,Stonetusk Boar,NULL,0,12,57,-10053.8,277.949,26.4879,3.2434,300,15,1,0,0,0,5,6,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,52
80670,113,Stonetusk Boar,NULL,0,12,64,-10040.4,161.168,28.632,4.28594,300,15,1,0,0,0,5,6,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,52
80671,113,Stonetusk Boar,NULL,0,12,64,-10067.2,114.227,29.9437,5.12804,300,15,1,0,0,0,5,6,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,52
80672,113,Stonetusk Boar,NULL,0,12,64,-10020.8,117.915,33.5757,2.59753,300,15,1,0,0,0,5,6,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,52
80673,113,Stonetusk Boar,NULL,0,12,64,-9984.24,113.954,34.1042,3.02591,300,15,1,0,0,0,5,6,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,52
80674,883,Deer,,0,12,64,-10055.4,141.353,27.3607,5.70493,300,15,1,0,0,0,5,5,31,0,0,8,0,0,1,0,66,,,NULL,45
80675,721,Rabbit,,0,12,64,-10029.9,150.69,31.7446,3.79408,300,15,1,0,0,0,1,1,31,0,0,8,0,0,1,0,66,,,NULL,94
80676,113,Stonetusk Boar,NULL,0,12,64,-9986.97,156.062,34.6856,1.2756,300,15,1,0,0,0,5,6,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,52
80677,258,Joshua Maclure,Vintner,0,12,64,-10008.3,65.2117,34.8658,0.261799,300,0,0,0,0,0,5,5,12,128,0,7,0,0,0,512,66,,,NULL,1
80678,721,Rabbit,,0,12,64,-9969.03,98.3201,33.5495,5.32623,300,15,1,0,0,0,1,1,31,0,0,8,0,0,1,0,66,,,NULL,94
80679,721,Rabbit,,0,12,64,-9930.48,66.5221,33.123,2.6685,300,15,1,0,0,0,1,1,31,0,0,8,0,0,1,0,66,,,NULL,94
80680,113,Stonetusk Boar,NULL,0,12,64,-9942.02,86.1381,33.0227,3.83789,300,15,1,0,0,0,5,6,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,52
80681,113,Stonetusk Boar,NULL,0,12,64,-9948.29,112.667,33.0901,3.82554,300,15,1,0,0,0,5,6,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,52
80682,113,Stonetusk Boar,NULL,0,12,64,-9979.29,86.038,34.7465,6.23044,300,15,1,0,0,0,5,6,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,52
80683,250,Pa Maclure,NULL,0,12,64,-10005.2,52.8202,34.6539,0.296706,300,0,0,0,0,0,6,6,12,0,0,7,0,0,0,512,66,,,NULL,1
80684,251,Maybell Maclure,NULL,0,12,64,-10014,37.605,35.2531,0.767945,300,0,0,0,0,0,2,2,12,2,0,7,0,0,0,512,66,SmartAI,,NULL,1
80685,247,Billy Maclure,NULL,0,12,64,-9923.68,38.3872,32.5951,3.14159,300,0,0,0,0,0,1,1,12,2,0,7,0,0,0,768,66,,,NULL,1
80686,255,Gerard Tiller,NULL,0,12,64,-9918.6,39.3611,32.6858,3.14159,300,0,0,0,0,0,6,6,12,2,0,7,0,0,0,512,66,,,NULL,1
80687,113,Stonetusk Boar,NULL,0,12,64,-9943.08,46.5204,33.1547,4.23553,300,15,1,0,0,0,5,6,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,52
80688,524,Rockhide Boar,NULL,0,12,64,-9878.19,-9.14996,26.8841,3.88048,300,15,1,0,0,0,7,8,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,90
80689,524,Rockhide Boar,NULL,0,12,12,-9773.41,-8.62885,30.0164,2.9482,300,15,1,0,0,0,7,8,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,90
80690,116,Defias Bandit,NULL,0,12,12,-9673.89,-4.60323,44.8655,5.85446,300,5,1,0,0,0,8,9,17,0,0,7,0,0,1,0,0,SmartAI,,NULL,47
80691,113,Stonetusk Boar,NULL,0,12,12,-9634.27,58.2623,60.2921,1.57599,300,15,1,0,0,0,5,6,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,52
80692,113,Stonetusk Boar,NULL,0,12,12,-9682.43,113.513,47.1978,3.2208,300,15,1,0,0,0,5,6,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,52
80693,113,Stonetusk Boar,NULL,0,12,12,-9612.56,17.916,61.3788,3.92441,300,15,1,0,0,0,5,6,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,52
80694,30,Forest Spider,NULL,0,12,12,-9609.84,82.4616,61.2011,2.50789,300,15,1,0,0,0,5,6,22,0,0,1,3,1,1,0,0,SmartAI,,NULL,16
80695,113,Stonetusk Boar,NULL,0,12,12,-9593.61,54.719,60.9167,2.22424,300,15,1,0,0,0,5,6,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,52
80696,113,Stonetusk Boar,NULL,0,12,12,-9577.1,124.616,59.3955,0.671218,300,15,1,0,0,0,5,6,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,52
80697,30,Forest Spider,NULL,0,12,12,-9636.07,188.916,47.5386,0.407667,300,15,1,0,0,0,5,6,22,0,0,1,3,1,1,0,0,SmartAI,,NULL,16
80698,883,Deer,,0,12,12,-9656.18,200.163,48.7987,5.0675,300,15,1,0,0,0,5,5,31,0,0,8,0,0,1,0,66,,,NULL,45
80699,721,Rabbit,,0,12,12,-9581.12,18.7787,60.425,1.52829,300,15,1,0,0,0,1,1,31,0,0,8,0,0,1,0,66,,,NULL,94
80700,30,Forest Spider,NULL,0,12,12,-9588.36,-12.2227,61.6865,5.53788,300,15,1,0,0,0,5,6,22,0,0,1,3,1,1,0,0,SmartAI,,NULL,16
80701,116,Defias Bandit,NULL,0,12,12,-9647.7,-59.3975,43.4704,3.02813,300,5,1,0,0,0,8,9,17,0,0,7,0,0,1,0,0,SmartAI,,NULL,47
80702,524,Rockhide Boar,NULL,0,12,12,-9758.45,-81.6962,30.8459,5.63773,300,15,1,0,0,0,7,8,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,90
80703,883,Deer,,0,12,12,-9759.05,-68.3373,30.4826,0.24119,300,15,1,0,0,0,5,5,31,0,0,8,0,0,1,0,66,,,NULL,45
80705,524,Rockhide Boar,NULL,0,12,12,-9693.33,-105.208,38.7951,0,300,15,1,0,0,0,7,8,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,90
80706,116,Defias Bandit,NULL,0,12,12,-9685.02,-73.2844,40.1185,1.51476,300,5,1,0,0,0,8,9,17,0,0,7,0,0,1,0,0,SmartAI,,NULL,47
80707,2442,Cow,,0,12,12,-9702.18,-77.6162,38.2658,2.28981,300,15,1,0,0,0,5,5,190,0,0,8,0,0,1,0,64,,,NULL,46
80709,116,Defias Bandit,NULL,0,12,12,-9704.33,-45.9833,39.0054,0.942847,300,5,1,0,0,0,8,9,17,0,0,7,0,0,1,0,0,SmartAI,,NULL,47
80710,116,Defias Bandit,NULL,0,12,12,-9655.4,-112.452,44.5232,0.912916,300,5,1,0,0,0,8,9,17,0,0,7,0,0,1,0,0,SmartAI,,NULL,47
80711,524,Rockhide Boar,NULL,0,12,12,-9698.37,-129.936,39.625,3.47384,300,15,1,0,0,0,7,8,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,90
80713,524,Rockhide Boar,NULL,0,12,12,-9778.16,-102.621,29.8269,4.64206,300,15,1,0,0,0,7,8,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,90
80714,524,Rockhide Boar,NULL,0,12,12,-9796.32,-75.3252,25.7988,1.87681,300,15,1,0,0,0,7,8,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,90
80716,524,Rockhide Boar,NULL,0,12,12,-9759.19,-125.479,32.6467,0.629034,300,15,1,0,0,0,7,8,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,90
80717,524,Rockhide Boar,NULL,0,12,12,-9812.62,-142.259,30.5675,0.226506,300,15,1,0,0,0,7,8,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,90
80718,116,Defias Bandit,NULL,0,12,12,-9820.04,-113.833,27.9131,1.41451,300,5,1,0,0,0,8,9,17,0,0,7,0,0,1,0,0,SmartAI,,NULL,47
80719,1933,Sheep,,0,12,12,-9807.75,-106.75,28.1368,4.23997,300,15,1,0,0,0,3,3,31,0,0,8,0,0,1,0,66,,,NULL,17
80720,524,Rockhide Boar,NULL,0,12,12,-9814.71,-83.1168,26.0056,4.98532,300,15,1,0,0,0,7,8,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,90
80721,116,Defias Bandit,NULL,0,12,797,-9860.32,-88.5566,26.3414,1.32571,300,5,1,0,0,0,8,9,17,0,0,7,0,0,1,0,0,SmartAI,,NULL,47
80722,524,Rockhide Boar,NULL,0,12,797,-9857.37,-56.8469,25.2664,1.00317,300,15,1,0,0,0,7,8,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,90
80723,116,Defias Bandit,NULL,0,12,797,-9866.8,-155.916,31.97,6.01213,300,5,1,0,0,0,8,9,17,0,0,7,0,0,1,0,0,SmartAI,,NULL,47
80724,883,Deer,,0,12,797,-9870.36,-140.725,29.8659,2.79822,300,15,1,0,0,0,5,5,31,0,0,8,0,0,1,0,66,,,NULL,45
80725,116,Defias Bandit,NULL,0,12,797,-9919.28,-81.928,29.3812,5.50814,300,5,1,0,0,0,8,9,17,0,0,7,0,0,1,0,0,SmartAI,,NULL,47
80726,524,Rockhide Boar,NULL,0,12,797,-9909.7,-80.2755,28.8326,0.829528,300,15,1,0,0,0,7,8,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,90
80727,883,Deer,,0,12,797,-9953.14,-54.4741,33.2219,6.1872,300,15,1,0,0,0,5,5,31,0,0,8,0,0,1,0,66,,,NULL,45
80728,721,Rabbit,,0,12,797,-9894.14,-129.765,31.3224,4.75338,300,15,1,0,0,0,1,1,31,0,0,8,0,0,1,0,66,,,NULL,94
80730,6927,Defias Dockworker,NULL,0,12,797,-9958.61,-153.27,22.3896,5.7039,300,0,2,0,0,0,8,9,17,0,0,7,0,0,1,0,0,SmartAI,,6458400,3
80732,6927,Defias Dockworker,NULL,0,12,797,-9960.07,-154.13,21.9752,5.60729,300,0,2,0,0,0,8,9,17,0,0,7,0,0,1,0,0,SmartAI,,6458560,3
80733,116,Defias Bandit,NULL,0,12,797,-9863.5,-123.635,28.9781,6.00191,300,5,1,0,0,0,8,9,17,0,0,7,0,0,1,0,0,SmartAI,,NULL,47
80734,620,Chicken,,0,12,797,-9942.3,-147.547,25.0081,0.581317,300,0,0,0,0,0,1,1,31,2,0,8,0,0,1,0,66,,npc_chicken_cluck,NULL,20
80735,620,Chicken,,0,12,797,-9944.64,-150.41,25.0081,1.68865,300,0,0,0,0,0,1,1,31,2,0,8,0,0,1,0,66,,npc_chicken_cluck,NULL,20
80736,620,Chicken,,0,12,797,-9946.96,-144.214,24.7581,5.4159,300,0,0,0,0,0,1,1,31,2,0,8,0,0,1,0,66,,npc_chicken_cluck,NULL,20
80737,6846,Defias Dockmaster,NULL,0,12,797,-9959.24,-132.4,25.3701,3.91556,300,0,2,0,0,0,10,10,27,0,0,7,0,0,0,0,0,SmartAI,,6458960,1
80738,883,Deer,,0,12,64,-9961.08,-28.3792,33.8086,4.13691,300,15,1,0,0,0,5,5,31,0,0,8,0,0,1,0,66,,,NULL,45
80739,524,Rockhide Boar,NULL,0,12,64,-9958.87,-11.0404,34.5669,2.44376,300,15,1,0,0,0,7,8,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,90
80740,524,Rockhide Boar,NULL,0,12,797,-9976.09,-47.0791,35.1398,4.86533,300,15,1,0,0,0,7,8,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,90
80741,524,Rockhide Boar,NULL,0,12,64,-10013,-25.353,35.8516,1.46704,300,15,1,0,0,0,7,8,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,90
80742,116,Defias Bandit,NULL,0,12,797,-9880.3,-189.318,35.1261,1.45917,300,5,1,0,0,0,8,9,17,0,0,7,0,0,1,0,0,SmartAI,,NULL,47
80744,474,Defias Rogue Wizard,NULL,0,12,797,-9866.08,-222.641,35.9794,0.628319,300,0,0,0,0,0,9,10,17,0,0,7,0,0,0,0,0,SmartAI,,NULL,28
80745,524,Rockhide Boar,NULL,0,12,12,-9783.79,-204.969,39.6402,2.99666,300,15,1,0,0,0,7,8,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,90
80746,116,Defias Bandit,NULL,0,12,12,-9812.76,-188.394,36.8753,5.78247,300,5,1,0,0,0,8,9,17,0,0,7,0,0,1,0,0,SmartAI,,NULL,47
80747,116,Defias Bandit,NULL,0,12,797,-9860.47,-220.92,36.2294,2.6529,300,0,0,0,0,0,8,9,17,0,0,7,0,0,1,0,0,SmartAI,,NULL,47
80748,116,Defias Bandit,NULL,0,12,797,-9863.62,-218.641,36.2294,5.37561,300,0,0,0,0,0,8,9,17,0,0,7,0,0,1,0,0,SmartAI,,NULL,47
80749,524,Rockhide Boar,NULL,0,12,12,-9762.34,-203.066,40.2936,4.59253,300,15,1,0,0,0,7,8,189,0,0,1,5,1,1,0,0,SmartAI,,NULL,90
80750,883,Deer,,0,12,12,-9738.14,-252.654,46.8072,2.63605,300,15,1,0,0,0,5,5,31,0,0,8,0,0,1,0,66,,,NULL,45
