"position_x;""position_y"";""position_z"";""orientation"";""map"";""name""",,,
"851,635;""1581","33"";""32","3011"";""0","628498"";""0"";""NorthTidesHollow"""
"878,157;""1883","93"";""1","85641"";""2","38779"";""0"";""NorthTidesRun"""
"-1998,12;""-3680","54"";""21","1346"";""2","45298"";""1"";""NorthwatchHold"""
"-1155,9;""8035","88"";""-86","9813"";""3","21951"";""530"";""NorthwindCleft"""
"2444,66;""6990","76"";""367","981"";""2","20806"";""530"";""ObsidiasPerch"""
"-4677,05;""-12439","1"";""16","2655"";""2","09541"";""530"";""OdesyusLanding"""
"2297,68;""7293","12"";""365","617"";""1","28888"";""530"";""Ogrila"""
"-8404,3;""-4070","62"";""-208","586"";""0","237038"";""1"";""OldHillsbradFoothills"""
"-8728,45;""409","289"";""97","7728"";""3","80528"";""0"";""OldTown"""
"141,756;""1465","7"";""114","441"";""1","55058"";""0"";""OlsensFarthing"""
"-3220,5;""1892","94"";""49","3026"";""0","094122"";""1"";""Oneiros"""
"29,1607;""-71","3372"";""-8","18032"";""4","43584"";""249"";""onyxia"""
"-4708,27;""-3727","64"";""54","5589"";""3","72786"";""1"";""OnyxiasLair"""
"-7663,74;""-1217","4"";""287","789"";""5","33945"";""0"";""OrbOfCommand"""
"958,66;""7374","02"";""27","9079"";""6","12064"";""530"";""OreborHarborage"""
"1569,97;""-4397","41"";""16","0472"";""0","543025"";""1"";""Orgrimmar"""
"-2790,42;""1265","35"";""74","8801"";""3","51465"";""530"";""OronoksFarm"""
"-7583,14;""223","826"";""12","1392"";""5","11522"";""1"";""OrtellsHideout"""
"-2417,03;""8314","75"";""-37","5225"";""3","13613"";""530"";""Oshugun"""
"5503,37;""-4948","18"";""850","096"";""3","91821"";""1"";""OwlWingThicket"""
"-2400,94;""295","281"";""65","7074"";""1","27785"";""1"";""PalemaneRock"""
"2308,92;""-5075","61"";""69","9643"";""3","30119"";""0"";""PestilentScar """
"350,535;""-2519","39"";""194","666"";""0","207063"";""0"";""PlaguemistRavine"""
"3065,36;""-3704"";""120","931"";""1","21752"";""0"";""Plaguewood""",
"3032,21;""-3058","25"";""118","245"";""2","69521"";""0"";""PlaguewoodTower """
"-4468,03;""-11990","3"";""31","3148"";""0","665984"";""530"";""PodCluster"""
"-4430,11;""-12641","6"";""18","6332"";""3","64265"";""530"";""PodWreckage"""
"-10615,7;""-3842","2"";""19","601"";""0","237497"";""0"";""PoolOfTears"""
"282,878;""3479","82"";""63","4083"";""0","305086"";""530"";""PoolsOfAggonar"""
"9543,02;""1665","64"";""1298","2"";""5","67365"";""1"";""PoolsOfArlithrien"""
"571,187;""8674","03"";""21","2322"";""4","86742"";""530"";""PortalClearing"""
"4270,15;""2154","62"";""136","167"";""1","80184"";""530"";""ProtectorateWatchPost"""
"-1242,7;""462","432"";""6","25075"";""1","75667"";""0"";""PurgationIsle"""
"-388,146;""1543","67"";""18","1592"";""3","10171"";""0"";""PyrewoodVillage"""
"-186,082;""8076","92"";""19","0829"";""5","03314"";""530"";""QuaggRidge"""
"226,318;""-2777","59"";""123","356"";""0","59469"";""0"";""QuelDanilLodge"""
"3385,31;""-4220","6"";""155","092"";""3","57879"";""0"";""QuelLithienLodge"""
"-1428,84;""-11951","2"";""16","4308"";""6","12844"";""530"";""RagefeatherRidge"""
"1811,78;""-4410","5"";""-18","4704"";""5","20165"";""1"";""RagefireChasm"""
"-3839,07;""1760","37"";""142","462"";""4","58606"";""1"";""RageScarHold"""
"-1346,58;""1653","44"";""68","8313"";""0","486942"";""543"";""Ramp"""
"170,849;""2914","41"";""19","6981"";""0","530757"";""1"";""RanazjarIsle"""
"-2023,09;""-3220","48"";""90","5983"";""1","07774"";""1"";""RaptorGrounds"""
"-3134,17;""-3238","84"";""63","364"";""5","4904"";""0"";""RaptorRidge"""
"-956,664;""-3754","71"";""5","33239"";""0","996637"";""1"";""Ratchet"""
"-1920,81;""-732","852"";""2","29586"";""1","70032"";""1"";""RavagedCaravan"""
"-6160,61;""1746","37"";""24","2906"";""0","89614"";""1"";""RavagedTwilightCamp"""
"-6191,56;""1743","28"";""19","6888"";""0","630589"";""1"";""RavagedTwilightCapm"""
"2580,25;""-6830","65"";""117","466"";""5","1403"";""1"";""RavencrestMonument"""
"-10742,2;""330","574"";""38","2503"";""0","551712"";""0"";""RavenHill"""
"-10526,7;""295","889"";""31","0954"";""6","27724"";""0"";""RavenHillCemetery"""
"-9,50862;""-1569","46"";""194","606"";""5","78733"";""0"";""RavenholdtManor"""
"3565,61;""6890","04"";""141","477"";""4","50586"";""530"";""RavensWood"""
"2667,31;""-1855","58"";""188","309"";""5","72617"";""1"";""RaynewoodRetreat"""
"2830,32;""5252","84"";""264","143"";""5","26235"";""530"";""RazaansLanding"""
"-4657,3;""-2519","35"";""81","0529"";""4","54808"";""1"";""RazorfenDowns"""
"-4470,28;""-1677","77"";""81","3925"";""1","16302"";""1"";""RazorfenKraul"""
"326,81;""-4706","65"";""15","3665"";""4","16414"";""1"";""RazorHill"""
"406,553;""-4227","69"";""25","8136"";""6","14752"";""1"";""RazormaneGrounds"""
"2432,62;""5201","37"";""264","661"";""3","00927"";""530"";""RazorRidge"""
"-1248,26;""3837","32"";""264","797"";""3","21797"";""530"";""RazorthornRise"""
"-1708,1;""4028","77"";""60","0601"";""2","08778"";""530"";""RazorthornShelf"""
"-1550,52;""3547","46"";""32","4329"";""2","05248"";""530"";""RazorthornTrail"""
"950,321;""-4596","04"";""19","5531"";""3","94604"";""1"";""RazorwindCanyon"""
"-32,7738;""2123","59"";""110","62"";""0","264264"";""530"";""ReaversFall"""
"-11322,4;""-202","492"";""75","6362"";""0","432339"";""0"";""RebelCamp"""
"-3162,62;""-490","493"";""30","0476"";""1","64305"";""1"";""RedCloudMesa"""
"-8955,78;""-2303","5"";""132","459"";""0","783378"";""0"";""RedridgeCanyons"""
"-9551,81;""-2204","73"";""93","473"";""5","47141"";""0"";""RedridgeMountains"""
"-975,866;""-1089","96"";""44","4156"";""5","60771"";""1"";""RedRocks"""
"-2807,36;""5077","65"";""-12","2418"";""3","23972"";""530"";""RefugeeCaravan"""
"-1246,61;""-2529","32"";""20","6098"";""0","741709"";""0"";""RefugePointe"""
"4633,51;""627","215"";""7","05298"";""5","68533"";""1"";""RemtravelsExcavation"""
"-9654,98;""-3097","37"";""49","9266"";""5","39445"";""0"";""RendersValley"""
"-8977,54;""-2013","25"";""136","611"";""1","06612"";""0"";""RethbanCaverns"""
"-557,226;""-4581","27"";""9","5884"";""1","01724"";""0"";""RevantuskVillage"""
"3,81;""-14","82"";""-17","84"";""4","23745"";""389"";""RFC"""
"2592,55;""1107","5"";""51","29"";""4","74"";""129"";""RFD"""
"1943;""1544","63"";""82"";""1","38"";""47"";""RFK""",
"-9759,42;""-1370","87"";""57","8966"";""4","14011"";""0"";""RidgepointTower"""
"-3314,47;""4942","72"";""-101","176"";""3","47559"";""530"";""RingOfObservance"""
"-11240,9;""-2842","69"";""157","925"";""1","47842"";""0"";""RiseOfTheDefiler"""
"2081,75;""7384","85"";""372","481"";""4","04039"";""530"";""RivendarksPerch"""
"-5485,38;""-1628","67"";""27","7119"";""2","85653"";""1"";""RoguefeatherDen"""
"1458,68;""106","137"";""-61","3152"";""3","93673"";""0"";""RoguesQuarter"""
"1303,13;""361","856"";""-67","2945"";""4","43312"";""0"";""RoyalQuarter"""
"-13688,9;""-309","139"";""6","95504"";""6","11545"";""0"";""RuinsOfAboraz"""
"629,684;""-348","068"";""151","105"";""2","85588"";""0"";""RuinsOfAlterac"""
"1400,61;""-1493","87"";""54","7844"";""4","08661"";""0"";""RuinsOfAndorhal"""
"-3258,09;""1165","62"";""60","1821"";""3","18338"";""530"";""RuinsOfBaaRi"""
"4567,97;""-492","526"";""300","884"";""5","2189"";""1"";""RuinsOfConstellas"""
"4004,29;""-5411","78"";""114","943"";""4","03446"";""1"";""RuinsOfEldarath"""
"3443,76;""3680","31"";""149","409"";""3","34755"";""530"";""RuinsOfEnkaat"""
"4639,58;""2593","03"";""210","931"";""2","71213"";""530"";""RuinsOfFarahlon"""
"-5628,76;""1443","64"";""54","1252"";""5","72722"";""1"";""RuinsOfIsildien"""
"-13353,7;""0","40638"";""21","6159"";""3","28725"";""0"";""RuinsOfJubuwal"""
"-3732,7;""456","872"";""104","143"";""4","0858"";""530"";""RuinsOfKarabor"""
"1923,69;""234","217"";""49","0664"";""3","16311"";""0"";""RuinsOfLordaeron"""
"-1832,47;""-12078","2"";""31","9203"";""5","82134"";""530"";""RuinsOfLorethAran"""
"7344,01;""-914","641"";""32","6207"";""2","18634"";""1"";""RuinsOfMathystra"""
"-2877,75;""2346"";""39","7117"";""0","306187"";""1"";""RuinsOfRavenwind""",
"-588,564;""4803","37"";""35","1991"";""2","89915"";""530"";""RuinsOfShaNaar"""
"9738,47;""-6678","72"";""0","626843"";""1","08358"";""530"";""RuinsOfSilvermoon"""
"-4934,06;""3590","1"";""10","8445"";""0","100452"";""1"";""RuinsOfSolarsal"""
"-7842,54;""-2159","07"";""133","439"";""6","05649"";""0"";""RuinsOfThaurissan"""
"-11651,4;""647","492"";""50","5754"";""1","50754"";""0"";""RuinsOfZulKunda"""
"-12952,2;""-800","204"";""63","3924"";""2","07461"";""0"";""RuinsOfZulMamwe"""
"-12901,5;""-653","396"";""51","3323"";""4","29414"";""0"";""RuinsOfZulManwe"""
"8222,45;""-6684","93"";""86","2016"";""1","2383"";""530"";""RunestoneFalithas"""
"8270,72;""-7208","74"";""141","199"";""5","58077"";""530"";""RunestoneShandor"""
"8704,53;""944","683"";""13","5177"";""2","99385"";""1"";""RutTheranVillage"""
"2964,84;""5663","43"";""146","879"";""5","89082"";""530"";""RuuanWeald"""
"-10165,8;""1099","65"";""36","7546"";""5","35127"";""0"";""SaldeansFarm"""
"8664,16;""-6357","99"";""55","1721"";""2","0504"";""530"";""SaltherilsHaven"""
"-2723,47;""-1626","34"";""12","0927"";""4","1374"";""0"";""SaltsprayGlen"""
"7534,77;""-6413","43"";""13","0591"";""2","45016"";""530"";""SanctumOfTheMoon"""
"-4115,51;""1120","54"";""44","5242"";""2","6318"";""530"";""SanctumOfTheStars"""
"7169,99;""-7082","62"";""56","1741"";""5","68364"";""530"";""SanctumOfTheSun"""
"-7244,39;""-2950","49"";""8","88702"";""5","65329"";""1"";""SandsorrowWatch"""
"-4677,53;""3178","37"";""4","88728"";""4","77121"";""1"";""SardorIsle"""
"-52,4961;""1009","64"";""93","8872"";""4","40432"";""1"";""Sargeron"""
"-1886,8;""2888","14"";""49","9161"";""1","48894"";""1"";""SarTherisStrand"""
"2745,04;""-2957","47"";""141","707"";""3","80433"";""1"";""Satyrnaar"""
"3704,1;""-6063","61"";""1","4207"";""4","81044"";""1"";""ScalebeardsCave"""
"1994,43;""5139","17"";""265","058"";""3","07523"";""530"";""ScalewingShelf"""
"1654,25;""-4791","25"";""83","2546"";""4","22248"";""0"";""ScarletBaseCamp"""
"2872,6;""-764","398"";""160","332"";""5","05735"";""0"";""ScarletMonastery"""
"2837,12;""-511","285"";""105","317"";""5","81304"";""0"";""ScarletWatchPost"""
"1269,64;""-2556","21"";""93","6088"";""0","620623"";""0"";""Scholomance"""
"-0,310414;""0","107129"";""-100","538"";""2","94612"";""13"";""ScottTest"""
"-1414,71;""1469","51"";""59","498"";""1","05066"";""1"";""ScrabblescrewsCamp"""
"-2185,93;""5538","97"";""64","0729"";""2","82446"";""530"";""ScryersTier"""
"175,996;""-5142","55"";""0","778698"";""4","49423"";""1"";""ScuttleCoast"""
"-7012,47;""-1065","13"";""241","786"";""5","63162"";""0"";""SearingGorge"""
"-3955,23;""-11727","3"";""-138","878"";""0","981744"";""530"";""SeatOfTheNaaru"""
"-813,097;""-4880","08"";""18","995"";""4","42647"";""1"";""SenjinVillage"""
"-10624,5;""1096","66"";""33","7641"";""1","31041"";""0"";""SentinelHill"""
"-10511,6;""1053","2"";""59","0454"";""5","07245"";""0"";""SentinelTower"""
"-3461,11;""-4125","85"";""17","099"";""2","25408"";""1"";""SentryPoint"""
"799,721;""-3995","68"";""122","007"";""3","77399"";""0"";""Seradane"""
"-11311,5;""-3407","92"";""7","4681"";""5","30724"";""0"";""SerpentsCoil"""
"820,025;""6864","93"";""-66","7556"";""6","28127"";""530"";""SerpentshrineCavern"""
"-4,6811;""-0","09308"";""0","0062"";""0","035342"";""556"";""Sethekk"""
"-3362,2;""4664","12"";""-101","049"";""4","6605"";""530"";""SethekkHalls"""
"1609,4;""728","543"";""68","0957"";""4","05141"";""0"";""Sewers"""
"-229,135;""2109","18"";""76","8898"";""1","267"";""33"";""SFK"""
"-40,8716;""-19","7538"";""-13","8065"";""1","11133"";""540"";""SH"""
"-1866,38;""655","098"";""107","241"";""3","87731"";""1"";""ShadowbreakRavine"""
"-234,675;""1561","63"";""76","8921"";""1","24031"";""0"";""ShadowFangKeep"""
"10334;""833","902"";""1326","11"";""3","62142"";""1"";""Shadowglen"""
"1664,29;""1679","34"";""120","53"";""3","2093"";""0"";""ShadowGrave"""
"4895,81;""-392","013"";""351","471"";""5","9611"";""1"";""ShadowHold"""
"-3627,9;""4941","98"";""-101","049"";""3","16039"";""530"";""ShadowLabyrinth"""
"-2998,66;""2568","9"";""76","6306"";""0","551303"";""530"";""ShadowmoonVillage"""
"-1664,79;""3091","67"";""30","5552"";""6","07818"";""1"";""ShadowpreyVillage"""
"2890,66;""-4019","71"";""138","135"";""3","34097"";""1"";""ShadowsongShrine"""
"10746,2;""926","841"";""1336","47"";""6","24541"";""1"";""ShadowthreadCave"""
"-2896,28;""5394","74"";""-8","88803"";""1","60241"";""530"";""ShadowTomb"""
"-324,286;""-2900","4"";""77","795"";""2","67714"";""0"";""ShadraAlor"""
"-3707,79;""-2530","37"";""68","2635"";""3","31945"";""1"";""ShadyRestInn"""
"7702,12;""-5708","67"";""3","11034"";""3","51184"";""530"";""ShalandisIsle"""
"-5486,8;""3630","93"";""2","10077"";""3","84603"";""1"";""ShalzarusLair"""
"-385,521;""4797","07"";""19","9065"";""3","15127"";""530"";""ShaNaariWastes"""
"98,8545;""-4379","69"";""121","322"";""0","049959"";""0"";""ShaolWatha"""
"2693,44;""7110","67"";""365","1"";""0","37965"";""530"";""ShartuulsTransporter"""
"-3747,08;""5393","6"";""-3","99659"";""1","34873"";""530"";""ShaTariBaseCamp"""
"-2607,52;""1401","71"";""79","9574"";""5","04617"";""530"";""ShatteredPlains"""
"12947,4;""-6893","31"";""5","68398"";""3","09154"";""530"";""ShatteredSunStaging"""
"286,357;""1469","6"";""-11","4535"";""2","41453"";""530"";""ShatterPoint"""
"5654,65;""-883","661"";""377","91"";""2","25167"";""1"";""ShatterScarVale"""
"7367,77;""-1560","74"";""163","446"";""2","55011"";""1"";""ShatterspearVillage"""
"-1838,16;""5301","79"";""-12","428"";""5","9517"";""530"";""Shattrath"""
"-5316,24;""-215","783"";""440","907"";""3","74507"";""0"";""ShimmerRidge"""
"227,928;""-2604","95"";""159","771"";""3","53715"";""0"";""ShindiggersCamp"""
"-14140,4;""458","677"";""3","71587"";""0","997797"";""0"";""ShouthernSavageCoast"""
"10400,1;""-5956","19"";""40","7994"";""0","977561"";""530"";""ShrineOfDathremar"""
"7841,73;""-2209","34"";""471","118"";""5","23693"";""1"";""ShrineOfRemulos"""
"4844,91;""-602","987"";""308","754"";""2","21868"";""1"";""ShrineOfTheDeceiver"""
"-240,214;""-4013","38"";""187","304"";""2","54097"";""1"";""ShrineOfTheDormantFlame"""
"-7426,87;""1005","31"";""1","13359"";""2","96086"";""1"";""Silithus"""
"-3126,44;""-11957","6"";""4","28641"";""1","8119"";""530"";""SiltingShore"""
"9487,69;""-7279","2"";""14","2866"";""6","16478"";""530"";""SilvermoonCity"""
"-5094,34;""-11129","6"";""25","058"";""2","78659"";""530"";""SilvermystIsle"""
"878,74;""1359","33"";""53","05"";""5","89929"";""0"";""SilverpineForest"""
"-4813,81;""-2970","08"";""320","757"";""3","14151"";""0"";""SilverStreamMine"""
"2137,3;""-1189","05"";""98","308"";""3","23488"";""1"";""SilverwindRefuge"""
"1486,44;""-1866"";""113","941"";""2","75186"";""1"";""SilverwingGrove""",
"1810,07;""-2001","61"";""103","117"";""3","68491"";""1"";""SilverwingOutpost"""
"1617,43;""5337","21"";""265","469"";""1","44789"";""530"";""SingingRidge"""
"428,398;""467","608"";""97","4092"";""1","555"";""1"";""SishirCanyon"""
"3604,04;""4963","59"";""267","724"";""0","788938"";""530"";""Skald"""
"-4089,38;""1787","12"";""100","382"";""5","96761"";""530"";""SkethLonBaseCamp"""
"-3055,5;""2210","29"";""66","5523"";""5","54036"";""530"";""SkethLonWreckage"""
"-3674,85;""3912","42"";""298","476"";""5","27651"";""530"";""SkethylMountains"""
"-3770,72;""3684","42"";""277","236"";""4","34424"";""530"";""Skettis"""
"9519,69;""-6531","37"";""21","9874"";""3","06352"";""530"";""SkulkingRow"""
"369,856;""-3802","84"";""170","093"";""3","58942"";""0"";""SkulkRock"""
"1446,31;""-4879","79"";""11","3317"";""0","477731"";""1"";""SkullRock"""
"2509,9;""7322","28"";""374","229"";""1","60016"";""530"";""SkyguardOutpost"""
"-5,10147;""0","126865"";""-1","12788"";""3","08034"";""555"";""SL"""
"-3345,84;""2112","94"";""102","374"";""4","71491"";""530"";""SlagWatch"""
"846,782;""-566","79"";""142","518"";""0","268342"";""0"";""SlaughterHollow"""
"-10639,3;""-2092","15"";""101","664"";""2","48375"";""0"";""SleepingGorge"""
"-7660,35;""-3011","37"";""132","992"";""5","02368"";""0"";""SlitherRock"""
"1610,83;""-323","433"";""18","6738"";""6","28022"";""189"";""SMArmory"""
"855,683;""1321","5"";""18","6709"";""0","001747"";""189"";""SMCath"""
"1702,01;""1053","5"";""18","4922"";""1","46594"";""189"";""SMGY"""
"255,346;""-209","09"";""18","6773"";""6","26656"";""189"";""SMLib"""
"4810,01;""3843","66"";""223","376"";""6","06345"";""530"";""SocretharsSeat"""
"2312,13;""1405","46"";""33","3337"";""1","15155"";""0"";""SollidenFarmstead"""
"1257,8;""-1705","34"";""60","6843"";""3","72296"";""0"";""SorrowHill"""
"-10498,9;""-4189","17"";""23","3262"";""4","97345"";""0"";""Sorrowmurk"""
"-4357,47;""4612","63"";""-39","8305"";""1","7972"";""530"";""SorrowWingPoint"""
"3549,42;""5593","04"";""-3","47566"";""3","88262"";""530"";""SoulgrindersBarrow"""
"-8665,15;""-4725","35"";""0","656339"";""4","02044"";""1"";""SouthbreakShore"""
"-2333,57;""-2295","55"";""92","6909"";""4","76754"";""1"";""SouthernBarrens"""
"-1696,57;""-2553","96"";""91","2953"";""3","2423"";""1"";""SouthernGoldRoad"""
"-823,97;""3345"";""97","486"";""5","93392"";""530"";""SouthernRampart""",
"-13668,6;""471","263"";""37","4754"";""1","95598"";""0"";""SouthernSavageCoast"""
"2815,68;""-3790","07"";""88","207"";""2","8713"";""1"";""SouthfuryRiver"""
"-5438,02;""-2441","87"";""400","492"";""2","49866"";""0"";""SouthGateOutpost"""
"-5645,3;""-2540"";""373","388"";""0","840292"";""0"";""SouthGatePass""",
"-9317,12;""-3016","24"";""9","98814"";""0","142927"";""1"";""SouthmoonRuins"""
"-694,861;""406","638"";""74","9142"";""6","13966"";""0"";""SouthpointTower"""
"3166,38;""-5784","64"";""6","85091"";""5","34844"";""1"";""SouthridgeBeach"""
"-853,221;""-533","529"";""9","98556"";""0","242866"";""0"";""RuinsOfSouthshore"""
"-2033,15;""7551","71"";""-92","349"";""4","13842"";""530"";""SouthwindCleft"""
"-7108,06;""320","415"";""18","0411"";""2","87455"";""1"";""SouthwindVillage"""
"130,446;""-127","482"";""-1","59053"";""1","86731"";""547"";""SP"""
"-1326,36;""2371","99"";""88","9503"";""6","19165"";""530"";""SpinebreakerPost"""
"-13772,4;""-3","7118"";""41","9401"";""5","65521"";""0"";""SpiritDen"""
"-2423,72;""8040","33"";""-43","698"";""1","98013"";""530"";""SpiritFields"""
"-1013,67;""224","643"";""134","661"";""1","12784"";""1"";""SpiritRise"""
"-866,113;""-4284","06"";""76","167"";""3","62166"";""1"";""SpiritRock"""
"-10385,2;""-2600","12"";""21","7007"";""4","60431"";""0"";""SplinterspearJunction"""
"2270,94;""-2538","19"";""93","9198"";""0","060429"";""1"";""SplintertreePost"""
"-4998,14;""-2219","52"";""-53","2078"";""2","3798"";""1"";""SplithoofCrag"""
"-5037,83;""-2381","29"";""-54","2846"";""5","10748"";""1"";""SplithoofHold"""
"209,095;""8547","4"";""23","1083"";""5","33054"";""530"";""Sporeggar"""
"9,83957;""2","74496"";""822","096"";""0","106614"";""548"";""SSC"""
"-319,24;""99","9"";""-131","85"";""3","19"";""109"";""ST"""
"-10786,7;""-3743","04"";""24","4991"";""3","0021"";""0"";""StagalbogCave"""
"-6446,24;""211","361"";""4","05948"";""4","18068"";""1"";""StaghelmPoint"""
"9838,87;""385","538"";""1307","78"";""0","769623"";""1"";""StarbreezeVillage"""
"7165,69;""-4054","54"";""724","251"";""1","31543"";""1"";""StarfallVillage"""
"-6908,08;""-4801","39"";""8","15214"";""5","07916"";""1"";""SteamwheedlePort"""
"-5476,73;""-666","917"";""392","674"";""3","48888"";""0"";""SteelgrillsDepot"""
"-10798,9;""1381","56"";""31","0576"";""0","622382"";""0"";""StendelsPond"""
"-3378,24;""-12347","1"";""22","5696"";""0","068326"";""530"";""StillpineHold"""
"2296,74;""825","657"";""33","764"";""4","40704"";""0"";""StillwaterPond"""
"9266,84;""-7240","15"";""16","4273"";""2","81695"";""530"";""StillwhisperPond"""
"-10446,9;""-3261","91"";""20","1795"";""5","02142"";""0"";""Stonard"""
"-2640,08;""4404","38"";""35","1"";""4","14529"";""530"";""StonebreakerHold"""
"-1951,33;""-537","594"";""-13","1229"";""3","48631"";""1"";""StonebullLake"""
"-8982,69;""-1206","38"";""72","206"";""3","0602"";""0"";""StoneCairnLake"""
"-4339,1;""-3318","75"";""34","2536"";""2","30041"";""1"";""StonemaulRuins"""
"-5882,25;""-2921","18"";""366","988"";""2","04588"";""0"";""StonesplinterValley"""
"1570,92;""1031","52"";""138","276"";""3","33006"";""1"";""StonetalonMountains"""
"2678,38;""1497","46"";""233","869"";""6","26038"";""1"";""StonetalonPeak"""
"346,86;""3069","39"";""23","6589"";""3","0193"";""530"";""StonewallCanyon"""
"-9323,5;""-3030","84"";""132","559"";""2","94713"";""0"";""Stonewatch"""
"-9477,04;""-3353","42"";""27","419"";""1","65792"";""0"";""StonewatchFalls"""
"-9386,59;""-3039","03"";""139","437"";""4","8054"";""0"";""StonewatchKeep"""
"-9298,19;""-2972","84"";""124","909"";""1","3418"";""0"";""StonewatchTower"""
"-4750,07;""-3328","02"";""310","257"";""4","61609"";""0"";""StonewroughtDam"""
"7612,5;""-2906","39"";""463","678"";""3","8829"";""1"";""StormrageBarrowDens"""
"659,762;""-959","316"";""164","404"";""0","433716"";""0"";""Strahnbrad"""
"-12644,3;""-377","411"";""10","1021"";""6","09978"";""0"";""StranglethornVale"""
"3387,95;""-3380","34"";""142","76"";""0","005913"";""329"";""Strat"""
"3352,92;""-3379","03"";""144","782"";""6","25978"";""0"";""Stratholme"""
"-1551,2;""-1808","1"";""67","5219"";""3","119"";""0"";""StromgardeKeep"""
"7960,27;""-7257","01"";""136","908"";""0","234555"";""530"";""SuncrownVillage"""
"7154,17;""-7070","49"";""54","9794"";""5","56207"";""530"";""SunctumOfTheSun"""
"-2873,95;""-1496","04"";""9","47361"";""1","04607"";""0"";""SundownMarsh"""
"2498,92;""2368","74"";""134","379"";""4","71414"";""530"";""SunfuryHold"""
"9982,85;""-7062","83"";""45","3625"";""0","873881"";""530"";""SunfurySpire"""
"7631,29;""-7338","48"";""272","726"";""3","43678"";""530"";""SungrazePeak"""
"966,147;""926","499"";""104","649"";""1","27231"";""1"";""SunRockRetreat"""
"8715,52;""-6101","45"";""20","1472"";""0","173306"";""530"";""SunsailAnchorage"""
"-1520,44;""8552","38"";""7","26028"";""1","69728"";""530"";""SunspringPost"""
"10331,1;""-6235","42"";""26","7759"";""1","94594"";""530"";""SunstriderIsle"""
"12574,1;""-6774","81"";""15","0904"";""3","13788"";""530"";""SunwellPlateau"""
"1,60675;""8","07684"";""-4","12796"";""4","467"";""545"";""SV"""
"-2959,77;""-3881","9"";""32","9334"";""5","43104"";""1"";""SwamplightManor"""
"-10345,4;""-2773","42"";""21","99"";""5","08426"";""0"";""SwampOfSorrows"""
"104,534;""5199","31"";""21","1033"";""4","22156"";""530"";""SwampratPost"""
"1784,23;""924","563"";""15","581"";""3","5177"";""580"";""SWP"""
"2018,91;""6854","47"";""171","409"";""0","087216"";""530"";""Sylvanaar"""
"-6547,88;""-3855","96"";""-58","7492"";""5","31404"";""1"";""TahondaRuins"""
"6209,51;""-1927","01"";""569","393"";""3","82137"";""1"";""TalonbranchGlade"""
"-1213,24;""-12436","8"";""94","9062"";""4","32594"";""530"";""TalonStand"""
"2735,06;""-3867","44"";""98","6548"";""3","56139"";""1"";""TalrendisPoint"""
"-7931,2;""-3414","28"";""80","7365"";""0","66522"";""1"";""Tanaris"""
"-7214,21;""-1732","2"";""244","448"";""3","61783"";""0"";""TannerCamp"""
"-34,1467;""-923","366"";""54","5576"";""0","15019"";""0"";""TarrenMill"""
"-2560,76;""7300","72"";""13","9485"";""2","18422"";""530"";""Telaar"""
"-1953,56;""7012","48"";""-88","5123"";""4","2248"";""530"";""TelaariBasin"""
"-1664,4;""-10916","8"";""58","8456"";""5","88417"";""530"";""TelathionsCamp"""
"10111,3;""1557","73"";""1324","33"";""4","04239"";""1"";""Teldrassil"""
"278,582;""6001","27"";""144","73"";""1","53156"";""530"";""Telredor"""
"3099,36;""1518","73"";""190","3"";""4","72592"";""530"";""TempestKeep"""
"3967,58;""-7219","97"";""17","0967"";""2","6396"";""1"";""TempleOfArkkoran"""
"-10450,3;""-3825","44"";""18","0679"";""6","03616"";""0"";""TempleOfAtalHakkar"""
"78,9769;""4333","58"";""101","553"";""0","011347"";""530"";""TempleOfTelhamat"""
"9671,4;""2524","02"";""1333","11"";""3","23265"";""1"";""TempleOfTheMoon"""
"3547,67;""-5279","93"";""107","188"";""4","80808"";""1"";""TempleOfZinMalor"""
"-2000,47;""4451","54"";""8","37917"";""4","40447"";""530"";""TerokkarForest"""
"-3781,87;""3531","08"";""285","715"";""4","45498"";""530"";""TerokksRest"""
"-1874,51;""5429","28"";""-10","4637"";""0","084994"";""530"";""TerraceOfLight"""
"2844,08;""-691","716"";""139","331"";""5","27247"";""0"";""TerraceOfRepose"""
"2957,87;""-2794","79"";""110","464"";""1","19003"";""0"";""Terrordale"""
"-8243,79;""-1081","22"";""-201","915"";""2","1135"";""1"";""TerrorRun"""
"3714,25;""-3882","76"";""30","7934"";""2","1135"";""1116"";""Stormshield"""
"-7585,46;""-2720","35"";""134","451"";""5","65201"";""0"";""TerrorWingPath"""
"43,7346;""1785","5"";""110","983"";""2","83589"";""1"";""TethrisAran"""
"-4525,63;""-791","364"";""-42","3639"";""1","09938"";""1"";""Thalanaar"""
"4337,93;""-6105","19"";""122","737"";""4","99736"";""1"";""ThalassianBaseCamp"""
"6480,81;""-6851","1"";""100","15"";""3","10746"";""530"";""ThalassianPass"""
"-2363,54;""-2503","22"";""88","3441"";""1","25443"";""0"";""ThandolSpan"""
"-3597,86;""1879","9"";""47","2408"";""4","94268"";""530"";""TheAltarOfDamnation"""
"-4559,69;""1014","4"";""10","9432"";""0","447663"";""530"";""TheAltarOfShadows"""
"-271,689;""-3438","52"";""187","18"";""3","93027"";""0"";""TheAltarOfZul"""
"1514,38;""323","128"";""-62","1661"";""2","31096"";""0"";""TheApothecarium"""
"3308,92;""1340","72"";""505","56"";""4","94686"";""530"";""TheArcatraz"""
